Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
The Fist of the Condor, (2023),,,,1 hr 20 min,,Action
Condorito: The Movie, (2017),"$447,719","$7,983,475",,1 hr 28 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
Condorman, (1981),,,,1 hr 30 min,,Action;Adventure;Comedy;Drama;Family;Romance
Conduct Zero, (2002),"$9,837,044","$9,837,044",,1 hr 39 min,R,Comedy;Romance
Don't Say a Word, (2001),"$55,001,642","$45,018,450","$50,000,000",1 hr 53 min,R,Drama;Mystery;Thriller
Coneheads, (1993),"$21,274,717",,,1 hr 28 min,PG,Comedy;Sci-Fi
Conference of Animals, (2010),"$51,883,642","$51,883,642",,1 hr 33 min,PG,Adventure;Animation;Comedy;Family
Laura's Star, (2004),"$8,673,632","$8,673,632",,1 hr 15 min,,Animation;Family
"Confess, Fletch", (2022),"$538,842","$117,771",,1 hr 38 min,R,Comedy;Crime;Mystery
Confessions of a Dangerous Mind, (2002),"$16,007,718","$17,006,087","$30,000,000",1 hr 53 min,R,Biography;Comedy;Crime;Drama;Romance;Thriller
Confession of Pain, (2006),"$14,182,296","$14,182,296",,1 hr 50 min,,Crime;Drama;Thriller
Confessions, (2010),"$45,203,103","$45,203,103",,1 hr 46 min,,Drama;Thriller
Confessions of a Shopaholic, (2009),"$44,277,350","$64,116,739",,1 hr 44 min,PG,Comedy;Romance
Fearless, (2006),"$24,633,730","$43,439,118",,1 hr 44 min,PG-13,Action;Biography;Drama
Confessions of a Teenage Drama Queen, (2004),"$29,331,068","$3,920,822",,1 hr 29 min,PG,Comedy;Family;Music;Romance
Confessions of an Economic Hitman, (2007),"$15,917","$15,917",,1 hr 30 min,,Documentary;Thriller
Confessionsofa Ex-Doofus-ItchyFooted Mutha, (2008),"$1,013",,,1 hr 39 min,,Adventure;Comedy
Confetti, (2006),"$228,498","$4,674,633",,1 hr 40 min,,Comedy;Music;Romance
Confidence, (2003),"$12,251,640","$10,762,566","$15,000,000",1 hr 37 min,R,Crime;Thriller
Confessions of a Superhero, (2022),,,,2 hr 18 min,,Comedy;Drama;Romance
Confidential Assignment, (2017),"$475,618","$55,496,623",,2 hr 4 min,,Action;Comedy;Drama;Thriller
Confidential Assignment 2: International, (2022),"$54,486,330","$54,486,330",,2 hr 9 min,,Action;Comedy;Thriller
Confidentially Yours, (1983),$509,,,1 hr 50 min,,Comedy;Crime;Mystery;Thriller
Conflict, (1945),"$9,635","$9,635",,1 hr 26 min,,Drama;Film-Noir;Mystery;Thriller
The Zone of Interest, (2023),"$8,659,464","$44,138,562",,1 hr 45 min,PG-13,Drama;History;War
Rabbit Seasoning, (1952),"$14,753",,,7 min,,Adventure;Animation;Comedy;Family;Short
Confucius, (2010),"$4,501,039","$4,501,039",,2 hr 5 min,,Biography;Drama;History
Congkak, (2008),"$1,547,784","$1,547,784",,1 hr 26 min,,Horror;Mystery;Thriller
Congo, (1995),"$81,022,101","$71,000,000",,1 hr 49 min,PG-13,Action;Adventure;Mystery;Sci-Fi
Congorama, (2006),"$47,643","$47,643",,1 hr 45 min,,Comedy;Drama
Have You Got It Yet? The Story of Syd Barrett and Pink Floyd, (2023),"$133,770","$2,881",,1 hr 34 min,,Biography;Documentary;Music
Divide and Conquer, (2018),"$38,510",,,1 hr 47 min,,Biography;Documentary
The Mitchells vs. the Machines, (2021),,,,1 hr 54 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
"Connected: An Autoblogography About Love, Death & Technology", (2011),"$46,782",,,1 hr 22 min,PG,Documentary
Connie and Carla, (2004),"$8,085,771","$3,255,245","$27,000,000",1 hr 48 min,PG-13,Comedy;Crime;Music
Mick Fleetwood & Friends Celebrate the Music of Peter Green, (2021),"$186,331","$186,331",,2 hr 25 min,,Music
Woman of the Hour, (2023),"$836,057","$836,057",,1 hr 35 min,R,Crime;Drama;Mystery
Kull the Conqueror, (1997),"$6,112,613",,,1 hr 35 min,PG-13,Action;Adventure;Fantasy
Nova Zembla, (2011),"$10,987,361","$10,987,361",,1 hr 48 min,,Drama;History
Conquest 1453, (2012),"$35,730","$35,761,315",,2 hr 42 min,,Action;Drama;History;War
Conquest of the Planet of the Apes, (1972),"$9,043,472",,,1 hr 28 min,,Action;Sci-Fi
The Conquest of Siberia, (2019),"$2,521,833","$2,521,833",,1 hr 48 min,,Action;Crime;Drama;War
Contact, (1997),"$100,920,329","$70,200,000","$90,000,000",2 hr 30 min,PG,Drama;Mystery;Sci-Fi;Thriller
The Conrad Boys, (2006),"$11,001",,,1 hr 34 min,,Drama;Romance
Consenting Adults, (1992),"$21,591,728",,,1 hr 39 min,R,Crime;Drama;Mystery;Thriller
Consequences, (2018),"$20,056","$20,056",,1 hr 35 min,,Drama
Unlocked, (2017),"$4,699,125","$4,699,125",,1 hr 38 min,R,Action;Thriller
Queen of Hearts, (2019),"$437,005","$437,005",,2 hr 7 min,,Drama
Conspiracy of Silence, (2003),"$2,598",,,1 hr 30 min,,Crime;Drama;Thriller
Conspiracy Theory, (1997),"$75,982,834","$61,000,000",,2 hr 15 min,R,Action;Drama;Mystery;Thriller
The Conspirator, (2010),"$11,538,204","$4,087,340","$25,000,000",2 hr 2 min,PG-13,Crime;Drama;History
Le Plaisir, (1952),"$2,097","$2,097",,1 hr 37 min,,Comedy;Drama;Romance
The Constant Gardener, (2005),"$33,579,797","$48,888,300","$25,000,000",2 hr 9 min,R,Drama;Mystery;Romance;Thriller
The Mill and the Cross, (2011),"$312,187","$803,993",,1 hr 32 min,,Drama;History
Constantine's Sword, (2007),"$179,507",,,1 hr 33 min,,Biography;Documentary
Constellation, (2005),"$306,533",,,1 hr 36 min,PG-13,Drama
Consuming Passions, (1988),"$118,206",,,1 hr 38 min,,Comedy
Contempt, (1963),"$1,151,804","$20,290",,1 hr 43 min,,Drama;Romance
"Contigo, contigo y sin mí", (2023),"$3,510","$3,510",,,,Documentary
Continental Divide, (1981),"$15,578,237",,,1 hr 43 min,,Comedy;Romance
Un film dans les rêves, (2021),$402,$402,,1 hr 22 min,,Fantasy
Boy Kills World, (2023),"$2,626,127","$643,341",,1 hr 51 min,R,Action;Crime;Thriller
Contract, (2008),"$872,098","$872,098",,1 hr 57 min,,Action;Crime;Drama;Mystery;Thriller
Louise hires a contract killer, (2008),"$5,016,430","$5,016,430",,1 hr 34 min,,Comedy;Drama
Blowback, (2022),"$25,336","$25,336",,1 hr 33 min,R,Action;Crime;Thriller
Control, (2007),"$872,252","$7,287,256",,2 hr 2 min,R,Biography;Drama;Music
Control Room, (2004),"$2,589,616","$135,210",,1 hr 24 min,,Documentary
Conversations with Mother, (2004),"$225,008","$225,008",,1 hr 30 min,,Comedy;Drama
Is the Man Who Is Tall Happy?, (2013),"$137,042",,,1 hr 28 min,,Animation;Biography;Documentary
Conversations with My Gardener, (2007),"$15,217,960","$15,217,960",,1 hr 49 min,,Comedy;Drama
Conversations with Other Women, (2005),"$379,418","$603,396","$450,000",1 hr 24 min,R,Comedy;Drama;Romance
Return to Sender, (2004),"$326,563","$326,563",,1 hr 49 min,R,Drama;Thriller
Conviction, (2010),"$6,783,129","$4,321,426","$12,500,000",1 hr 47 min,R,Biography;Crime;Drama
Convicts, (1991),"$13,623",,,1 hr 33 min,,Drama;Western
Convoy, (1978),"$22,765,081",,,1 hr 50 min,,Action;Drama
Coogan's Bluff, (1968),"$3,110,000",,,1 hr 34 min,R,Action;Crime;Thriller
Freaky Friday, (2003),"$110,230,332","$50,616,000","$20,000,000",1 hr 37 min,PG,Comedy;Family;Fantasy;Music;Romance
Cookie's Fortune, (1999),"$10,920,544",,"$10,000,000",1 hr 58 min,PG-13,Comedy;Drama
Cool and Crazy, (2001),"$3,130","$3,130",,1 hr 44 min,,Documentary;Music
Cool as Ice, (1991),"$1,193,062",,"$6,000,000",1 hr 31 min,,Comedy;Drama;Music;Romance
Cool Hand Luke, (1967),$560,$560,,2 hr 7 min,,Crime;Drama
Cool Runnings, (1993),"$68,856,263","$86,000,000","$14,000,000",1 hr 38 min,PG,Adventure;Comedy;Family;History;Sport
The Cool School, (2008),$280,$280,,1 hr 26 min,,Documentary
Cool World, (1992),"$14,110,589",,,1 hr 42 min,PG-13,Animation;Comedy;Fantasy
Cool It, (2010),"$62,713",,,1 hr 27 min,PG,Documentary
Boogie Nights, (1997),"$26,416,349","$16,700,954","$15,000,000",2 hr 35 min,R,Drama
Never Say Never Again, (1983),"$55,432,841",,,2 hr 14 min,,Action;Adventure;Thriller
Night of the Zoopocalypse, (2024),,,,1 hr 31 min,PG,Animation;Comedy;Horror;Sci-Fi
What's Cookin' Doc?, (1944),"$14,753",,,9 min,,Adventure;Animation;Comedy;Family;Short
Kindergarten Cop, (1990),"$91,457,688","$110,500,000","$15,000,000",1 hr 51 min,,Action;Comedy;Crime
Cop & ½, (1993),"$31,889,691","$8,800,000",,1 hr 37 min,PG,Comedy;Crime;Family
Cop Car, (2015),"$134,552","$9,106",,1 hr 28 min,R,Crime;Thriller
Con Game, (2012),"$3,228","$3,228",,12 min,,Action;Short
Cop Land, (1997),"$44,862,187",,"$15,000,000",1 hr 45 min,R,Crime;Drama;Thriller
Copacabana Palace, (1962),"$1,269,929","$1,269,929",,1 hr 30 min,,Adventure;Crime;Drama;Musical
Copenhagen Does Not Exist, (2023),"$37,612","$37,612",,1 hr 39 min,,Drama
Blitz, (2011),"$11,895,069","$11,895,069",,1 hr 37 min,R,Action;Adventure;Crime;Mystery;Thriller
Copperhead, (2013),"$171,740",,,2 hr,PG-13,Drama
Kopps, (2003),"$3,930,933","$3,930,933",,1 hr 30 min,,Action;Comedy
Cops and Robbers, (2017),"$19,224","$19,224",,1 hr 28 min,R,Action;Thriller
Cops and Robbersons, (1994),"$11,391,093",,,1 hr 33 min,PG,Comedy;Crime;Thriller
Copycat, (1995),"$32,051,917",,,2 hr 3 min,R,Drama;Mystery;Thriller
Copying Beethoven, (2006),"$384,029","$5,807,717",,1 hr 44 min,PG-13,Biography;Drama;Music
"Cometa: Him, His Dog and Their World", (2017),"$123,090","$123,090",,1 hr 45 min,,Adventure;Comedy;Drama;Family
Corazon: Ang unang aswang, (2012),"$1,212,269","$1,212,269",,1 hr 41 min,,Drama;Horror
Woman's Hearts, (2008),"$66,253","$66,253",,1 hr 25 min,,Drama
Crazy N' the City, (2005),"$877,803","$877,803",,1 hr 33 min,,Comedy;Crime;Drama;Romance;Thriller
Maniac Cop, (1988),"$671,382",,"$1,100,000",1 hr 25 min,,Action;Crime;Horror;Mystery
Coriolanus, (2011),"$757,195","$1,678,130",,2 hr 3 min,R,Drama;Thriller;War
Corky Romano, (2001),"$23,980,304","$1,292,448",,1 hr 26 min,PG-13,Comedy;Crime
The Godfather Part III, (1990),"$66,761,392","$70,100,000","$54,000,000",2 hr 42 min,R,Crime;Drama
Corn Island, (2014),"$37,445","$37,445",,1 hr 40 min,,Drama;War
Born on the Fourth of July, (1989),"$70,001,698","$91,000,000",,2 hr 25 min,,Biography;Drama;War
Me and Earl and the Dying Girl, (2015),"$6,758,416","$2,316,333","$8,000,000",1 hr 45 min,PG-13,Comedy;Drama
CornerStore, (2011),"$45,176",,,1 hr 34 min,,Comedy
The Cornered Mouse Dreams of Cheese, (2020),"$1,464,976","$1,464,976",,2 hr 11 min,,Drama;Romance
Coronación, (2000),"$12,908","$12,908",,2 hr 20 min,,Drama;Romance
Out of Africa, (1985),"$87,071,205","$140,443,000",,2 hr 41 min,,Biography;Drama;Romance
Corpo Celeste, (2011),"$8,919","$338,681",,1 hr 39 min,,Drama
Corporate, (2017),"$2,019,265","$2,019,265",,1 hr 35 min,,Drama;Thriller
Body to Body, (2003),"$277,120","$277,120",,1 hr 41 min,,Thriller
No Rest for the Old Lady, (2021),"$2,044","$2,044",,1 hr 39 min,,Drama
El Corral, (2017),"$6,702","$6,702",,1 hr 30 min,,Crime;Drama
Faith Connections, (2013),"$9,111",,,1 hr 55 min,,Biography;Documentary;Drama
They Were Expendable, (1945),,,,2 hr 15 min,,Drama;War
The Corridors of Power, (2022),"$1,346","$1,346",,2 hr 15 min,,Documentary
"Corrina, Corrina", (1994),"$20,164,171",,,1 hr 55 min,PG,Comedy;Drama;Romance
Yolsuzlar Çetesi, (2016),"$41,774","$41,774",,1 hr 47 min,,Comedy
City State, (2011),"$162,562","$162,562",,1 hr 27 min,,Action;Crime;Drama;Thriller
Velvet Revolution, (2005),"$6,630,285","$6,630,285",,1 hr 57 min,,Action;Crime;Drama
Ordinary Justice, (2020),"$9,401","$9,401",,1 hr 24 min,,Drama
Corsage, (2022),"$705,767","$2,420,680",,1 hr 54 min,,Biography;Drama;History
Corvette Summer, (1978),"$15,514,367",,,1 hr 45 min,,Adventure;Comedy
Scent of a Woman, (1992),"$63,095,253","$71,000,000",,2 hr 36 min,R,Drama
Cose da pazzi, (2005),"$2,384,156","$2,384,156",,1 hr 31 min,,Comedy
Cosi, (1996),"$35,489",,,1 hr 40 min,R,Comedy;Drama;Music;Romance
Como en el cine (Just Like in the Movies), (2015),"$598,265","$598,265",,1 hr 35 min,,Comedy
Cosmopolis, (2012),"$763,556","$6,265,539",,1 hr 49 min,R,Crime;Drama;Fantasy;Mystery;Thriller
The Lord of the Rings: The War of the Rohirrim, (2024),"$329,781","$329,781",,2 hr 14 min,PG-13,Action;Adventure;Animation;Drama;Fantasy
Torrid Zone, (1940),,,,1 hr 28 min,,Action;Adventure;Comedy;Romance
Costa!!, (2022),"$2,738,958","$2,738,958",,1 hr 41 min,,Comedy;Drama
Cottage Country, (2013),"$174,306","$174,306",,1 hr 31 min,,Comedy;Crime;Horror;Romance
To Let, (2019),"$6,155","$6,155",,1 hr 39 min,,Family
Cotton Mary, (1999),"$299,432",,,2 hr 4 min,R,Drama
Los Lonely Boys: Cottonfields and Crossroads, (2006),,,,1 hr 30 min,PG,Documentary;Music
Too Much Romance... It's Time for Stuffed Peppers, (2004),"$28,774","$28,774",,1 hr 30 min,,Comedy;Drama
The Crypt of Count Dracoola, (2011),"$1,116,184","$1,116,184",,1 hr 29 min,,Comedy;Fantasy
Live and Let Die, (1973),"$35,377,836","$4,874",,2 hr 1 min,,Action;Adventure;Thriller
You Can Count on Me, (2000),"$9,416,804","$1,825,717",,1 hr 51 min,R,Drama
The Hours, (2002),"$41,675,994","$67,170,078","$25,000,000",1 hr 50 min,PG-13,Drama;Romance
The Count of Monte-Cristo, (2024),"$74,906,718","$74,906,718",,2 hr 58 min,,Action;Adventure;Drama;History;Romance;Thriller
3:10 to Yuma, (2007),"$53,606,916","$16,409,304","$55,000,000",2 hr 2 min,R,Action;Crime;Drama;Western
The Elevator, (2015),"$9,157","$9,157",,1 hr 33 min,,Drama;Thriller
Countdown, (2019),"$25,621,766","$22,400,000","$6,500,000",1 hr 30 min,PG-13,Horror;Thriller
Countdown to Zero, (2010),"$272,040","$15,671",,1 hr 29 min,PG,Documentary
Counterespionage, (2018),"$39,290","$39,290",,1 hr 55 min,,
The Counterfeiters, (2007),"$5,488,570","$13,326,143",,1 hr 39 min,R,Crime;Drama;History;War
Counting, (2015),"$8,374",,,1 hr 51 min,,Documentary
Country, (1984),"$9,640,000",,,1 hr 45 min,,Drama
Boys from County Hell, (2020),"$102,015","$102,015",,1 hr 28 min,,Comedy;Horror;Thriller
Modern Life, (2008),"$2,418,958","$2,418,958",,1 hr 28 min,,Documentary
Town & Country, (2001),"$6,719,973","$3,652,318","$90,000,000",1 hr 44 min,R,Comedy;Romance
Countryman, (2022),"$3,486","$3,486",,1 hr 18 min,,Documentary
Dear Dictator, (2017),"$9,759","$9,759",,1 hr 30 min,,Comedy
Entre Nous, (1983),"$3,974,975",,,1 hr 50 min,,Biography;Drama;Romance;War
The Fighter, (2010),"$93,617,009","$35,573,860","$25,000,000",1 hr 56 min,R,Action;Biography;Drama;Sport
Coup de Chance, (2023),"$7,832,482","$7,832,482",,1 hr 33 min,PG-13,Comedy;Crime;Drama;Romance;Thriller
Coupe de Ville, (1990),"$715,983",,,1 hr 39 min,,Comedy;Drama
My All-American, (2015),"$2,246,000",,,1 hr 58 min,PG,Biography;Drama;Sport
Courage Mountain, (1989),"$1,393,610",,,1 hr 34 min,,Adventure;Drama;Family;War
The Magic of Lassie, (1978),,,,1 hr 40 min,,Drama;Family;Musical
Courage Under Fire, (1996),"$59,031,057","$41,829,761",,1 hr 56 min,R,Action;Drama;Mystery;Thriller;War
Night School, (2018),"$77,339,130","$25,766,748","$29,000,000",1 hr 51 min,PG-13,Comedy
Crooked House, (2017),"$3,682,156","$3,682,156",,1 hr 55 min,PG-13,Crime;Drama;Mystery;Thriller
Cousin Bette, (1998),"$1,295,194",,,1 hr 48 min,R,Comedy;Drama;Romance
My Cousin Vinny, (1992),"$52,929,168","$11,159,384",,2 hr,R,Comedy;Crime
Cousins, (1989),"$22,026,369",,,1 hr 53 min,,Comedy;Romance
Coven, (2020),"$317,907","$317,907",,1 hr 32 min,,Drama;History
Cover, (2007),"$79,436",,,1 hr 38 min,PG-13,Crime;Drama;Thriller
The Killer, (2022),"$134,716","$385,121",,1 hr 35 min,,Action;Crime;Thriller
Reign Over Me, (2007),"$19,661,987","$2,580,401","$20,000,000",2 hr 4 min,R,Drama
Vaxxed: From Cover-Up to Catastrophe, (2016),"$1,163,265",,,1 hr 31 min,,Documentary
The Covered Wagon, (1923),$31,,,1 hr 38 min,,Adventure;Romance;Western
One Direction: Where We Are - The Concert Film, (2014),"$5,401,797","$5,401,797",,1 hr 15 min,,Documentary;Music
The Governess, (1998),"$3,719,509",,,1 hr 55 min,R,Drama;Romance
Cow, (2021),"$22,504","$45,678",,1 hr 34 min,,Documentary
Cowards Bend the Knee, (2003),"$25,860",,,1 hr,,Drama;Romance
Midnight Cowboy, (1969),"$44,785,053","$16,124",,1 hr 53 min,,Drama
The Cowboy and the Queen, (2023),"$57,589",,,1 hr 25 min,,Biography;Documentary
Cowboy Bebop: The Movie, (2001),"$1,000,045","$2,016,040",,1 hr 55 min,,Action;Animation;Crime;Drama;Sci-Fi
Cowboys & Aliens, (2011),"$100,240,551","$74,581,774","$163,000,000",1 hr 59 min,PG-13,Action;Drama;Sci-Fi;Thriller;Western
Cowboys and Angels, (2000),"$33,941","$34,627",,1 hr 37 min,PG,Comedy;Romance
The Iran Job, (2012),"$23,115",,,1 hr 30 min,,Documentary;Sport
Endangered Species, (1982),"$1,474,249",,,1 hr 37 min,,Drama;Mystery;Thriller
Coyote Ugly, (2000),"$60,786,269","$53,130,205","$45,000,000",1 hr 40 min,PG-13,Comedy;Drama;Music;Romance
Coyote Summer, (1996),"$19,496","$19,496",,1 hr 33 min,,Action;Adventure
Morangos com Açúcar - O Filme, (2012),"$1,590,312","$1,590,312",,1 hr 37 min,,Comedy;Drama;Family;Music;Romance
CQ, (2001),"$414,358","$85,533",,1 hr 28 min,R,Comedy;Drama;Sci-Fi
The Mirror Crack'd, (1980),"$11,000,000",,,1 hr 45 min,,Crime;Mystery;Thriller
Look Away, (2018),"$1,119,537","$1,119,537",,1 hr 43 min,,Drama;Fantasy;Horror;Thriller
The Worst Person in the World, (2021),"$3,034,775","$9,652,732",,2 hr 8 min,R,Comedy;Drama;Romance
Cracked Eggs and Noodles, (2005),"$6,562,975","$6,562,975",,2 hr,,Comedy;Drama
Duck Soup, (1933),"$104,397","$104,397",,1 hr 9 min,,Comedy;Musical
Crackerjack, (2002),"$4,717,313","$4,717,313",,1 hr 32 min,,Comedy;Sport
Crackers, (1984),"$129,268",,,1 hr 31 min,,Adventure;Comedy;Crime;Thriller
Cracks, (2009),"$29,683","$72,177",,1 hr 44 min,R,Drama;Mystery;Thriller
Sorcerer, (1977),"$7,748","$7,748","$22,000,000",2 hr 1 min,,Adventure;Drama;Thriller
Flash of Genius, (2008),"$4,442,377","$360,576",,1 hr 59 min,PG-13,Biography;Drama
Cradle Will Rock, (1999),"$2,903,404","$83,528","$36,000,000",2 hr 12 min,R,Drama
Crash and Burn, (2016),"$16,932","$16,932",,1 hr 26 min,,Biography;Documentary;Sport
Crash, (1996),"$2,664,812","$7,043",,1 hr 40 min,NC-17,Drama
The Book of Life, (2014),"$50,151,543","$49,632,013","$50,000,000",1 hr 35 min,PG,Adventure;Animation;Comedy;Family;Fantasy;Musical;Romance
Fear and Loathing in Las Vegas, (1998),"$10,680,275",,"$18,500,000",1 hr 58 min,R,Adventure;Comedy;Drama
Cravate club, (2002),"$561,096","$561,096",,1 hr 25 min,,Comedy;Drama
Fracture, (2007),"$39,015,018","$52,996,543",,1 hr 53 min,R,Crime;Drama;Thriller
Crawl, (2019),"$39,014,193","$52,527,904","$13,500,000",1 hr 27 min,R,Action;Adventure;Horror;Thriller
Within, (2016),"$10,424","$10,424",,1 hr 28 min,R,Horror;Thriller
Harold and the Purple Crayon, (2024),"$17,640,924","$14,411,735",,1 hr 30 min,PG,Adventure;Animation;Comedy;Family;Fantasy
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy, (2021),"$20,752,104","$20,752,104",,1 hr 44 min,,Action;Adventure;Animation;Comedy;Mystery
Crayon Shin-chan: Pursuit of the Balls of Darkness, (1997),"$2,305,994","$2,305,994",,1 hr 40 min,,Action;Adventure;Animation;Comedy;Horror
Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku, (2009),"$20,198,905","$20,198,905",,1 hr 37 min,,Animation;Comedy
Crayon Shinchan Super Dimension the Storm Called My Bride, (2010),"$12,876,220","$12,876,220",,1 hr 39 min,,Animation;Comedy
Crayon Shin-chan: Fierceness That Invites Storm! The Hero of Kinpoko, (2008),"$12,064,468","$12,064,468",,1 hr 30 min,,Adventure;Animation;Comedy;Drama;Family;Fantasy
Crayon Shin-chan: Invoke a Storm! The Kasukabe Boys of the Evening Sun, (2004),"$10,798,618","$10,798,618",,1 hr 36 min,,Adventure;Animation;Comedy;Family;Fantasy
Crayon Shin-Chan, (2014),"$17,542,139","$17,542,139",,,,
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi, (2019),"$18,738,951","$18,738,951",,1 hr 40 min,,Action;Adventure;Animation;Family
Crayon Shin-chan: Mononoke Ninja Chinpuden, (2022),"$20,617,005","$20,617,005",,1 hr 40 min,,Action;Adventure;Animation;Comedy;Fantasy
Paper & Glue, (2021),,,,1 hr 34 min,,Biography;Documentary
Dance Craze, (1981),"$97,249","$97,249",,1 hr 31 min,,Documentary;Music
That's My Boy, (2012),"$36,931,089","$20,788,004","$70,000,000",1 hr 56 min,R,Comedy;Drama
Crazy Rich Asians, (2018),"$174,837,452","$64,506,277","$30,000,000",2 hr,PG-13,Comedy;Drama;Romance
Crazy Alien, (2019),"$327,598,891","$327,598,891",,1 hr 56 min,,Comedy;Sci-Fi
Crazy as Hell, (2002),"$21,679",,"$1,800,000",1 hr 53 min,R,Drama;Thriller
Tune in Tomorrow..., (1990),"$1,794,001",,,1 hr 47 min,,Comedy;Romance
Crazy Eights, (2006),"$97,182",,,1 hr 20 min,R,Horror
Crazy Eyes, (2012),"$6,141",,,1 hr 35 min,,Comedy
All Girls Are Crazy, (2003),"$1,501,063","$1,501,063",,1 hr 24 min,,Comedy
Crazy House, (2019),"$8,243","$8,243",,1 hr 33 min,,
Crazy in Alabama, (1999),"$2,005,840",,,1 hr 51 min,PG-13,Comedy;Crime;Drama
Redemption, (2013),"$36,895","$12,634,214",,1 hr 40 min,R,Action;Drama
Crazy Like a Fox, (2004),"$9,376",,,1 hr 38 min,PG-13,Comedy;Drama
Every Little Thing, (2024),$571,$571,,1 hr 33 min,,Documentary
"Crazy, Stupid, Love.", (2011),"$84,379,584","$60,700,000","$50,000,000",1 hr 58 min,PG-13,Comedy;Drama;Romance
Crazy Mama, (1975),,,,1 hr 20 min,,Action;Comedy;Crime;Drama
Crazy Moon, (1987),,,,1 hr 30 min,,Comedy;Drama;Romance
Crazy on the Outside, (2010),"$88,335",,,1 hr 36 min,PG-13,Comedy;Crime
Crazy People, (1990),"$13,236,513",,,1 hr 30 min,,Comedy;Drama
Crazy Racer, (2009),"$15,845,355","$15,845,355",,1 hr 39 min,,Action;Adventure;Comedy
Sex Crazy, (2006),"$327,490","$327,490",,1 hr 39 min,,Comedy
Thunder Road, (2018),"$458,064","$458,064",,1 hr 32 min,,Comedy;Drama
A Boy Who Wished to Be Okuda Tamio and a Girl Who Drove All Men Crazy, (2017),"$1,969,052","$1,969,052",,1 hr 40 min,,Comedy;Romance
Crazy Waiting, (2008),"$3,041,001","$3,041,001",,1 hr 48 min,,Comedy;Romance
Creation, (2009),"$341,323","$1,717,352",,1 hr 48 min,PG-13,Biography;Drama;Romance
Creative Control, (2015),"$63,014",,,1 hr 37 min,R,Drama;Sci-Fi
Poor Things, (2023),"$34,553,225","$83,072,230",,2 hr 21 min,R,Comedy;Drama;Romance;Sci-Fi
Creature from the Black Lagoon, (1954),$741,$741,,1 hr 19 min,,Horror;Sci-Fi
Eve of Destruction, (1991),"$5,451,119",,"$13,000,000",1 hr 39 min,R,Action;Fantasy;Sci-Fi;Thriller
The Walking Dead, (2010),"$151,441",,,45 min,,Drama;Horror;Thriller
The Man with Two Brains, (1983),"$10,353,438",,,1 hr 33 min,,Comedy;Romance;Sci-Fi
Shake Hands with the Devil, (2007),$594,,,1 hr 52 min,R,Drama;History;War
Another You, (1991),"$2,865,916",,"$17,000,000",1 hr 34 min,R,Comedy;Crime
Faith: Pope John Paul II, (2005),"$7,863,060","$7,863,060",,3 hr 21 min,,Biography;Drama
Creed, (2015),"$109,778,883","$64,400,000","$35,000,000",2 hr 13 min,PG-13,Action;Drama;Sport
Creature Comforts, (1989),,,,5 min,,Animation;Comedy;Family;Short
Creed II, (2018),"$115,715,889","$98,500,000","$50,000,000",2 hr 10 min,PG-13,Drama;Sport
Creed III, (2023),"$156,248,615","$119,900,000",,1 hr 56 min,PG-13,Action;Drama;Sport
Creep, (2004),"$7,480,424","$7,480,424",,1 hr 25 min,R,Horror;Mystery;Thriller
Night of the Creeps, (1986),"$591,366",,,1 hr 28 min,,Comedy;Horror;Sci-Fi
Creepshow, (1982),"$21,028,755",,,2 hr,,Comedy;Fantasy;Horror
Creepshow 2, (1987),"$14,000,000",,,1 hr 32 min,,Fantasy;Horror
"Oh, God! Book II", (1980),"$14,504,277",,,1 hr 34 min,,Comedy;Fantasy
Crescendo, (2023),"$508,845","$508,845",,1 hr 52 min,,Documentary;Music
Rose of Betrayal, (2018),"$291,192","$291,192",,1 hr 40 min,,Comedy
Crew, (2024),"$1,500,000","$2,506,016",,1 hr 58 min,,Comedy;Drama
Cría Cuervos, (1976),"$13,029","$13,029",,1 hr 45 min,,Drama
Cries & Whispers, (1972),"$36,907","$36,907",,1 hr 32 min,,Drama
Crime After Crime, (2011),"$60,291",,,1 hr 35 min,,Biography;Crime;Documentary;News
Kuttavum Shikshayum, (2022),"$12,833","$12,833",,2 hr 18 min,,Crime;Thriller
Crime Busters, (1977),"$33,642","$33,642",,1 hr 55 min,,Action;Adventure;Comedy;Crime
Live by Night, (2016),"$10,378,555","$12,400,000",,2 hr 9 min,R,Crime;Drama;Thriller
A Crime in Paradise, (2001),"$240,026","$240,026",,1 hr 29 min,,Comedy
Panic in the Streets, (1950),$35,$35,,1 hr 36 min,,Crime;Drama;Film-Noir;Thriller
Guyana: Cult of the Damned, (1979),"$3,798,102",,,1 hr 47 min,,Adventure;Drama;Thriller
Notes on a Summer, (2023),"$19,187","$19,187",,1 hr 23 min,,Drama;Romance
On the Waterfront, (1954),$631,$631,,1 hr 48 min,,Crime;Drama;Thriller
Crime + Punishment, (2018),"$18,644",,,1 hr 52 min,,Documentary
Crime Spree, (2003),"$2,451,607","$2,451,607",,1 hr 45 min,R,Action;Comedy;Crime
