Name,Year,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
stranger than fiction,2006,40660952.0,75.8,12992272.0,24.2,53653224.0
the texas chainsaw massacre: the beginning,2006,39517763.0,76.3,12246643.0,23.7,51764406.0
doomsday: the sinking of japan,2006,,,51127401.0,,51127401.0
notes on a scandal,2006,17510118.0,35.2,32304274.0,64.8,49814392.0
an inconvenient truth,2006,24146161.0,48.5,25635851.0,51.5,49782012.0
the black dahlia,2006,22545080.0,45.7,26787612.0,54.3,49332692.0
the last king of scotland,2006,17606684.0,36.2,31011507.0,63.8,48618191.0
suite dreams,2006,,,48090431.0,,48090431.0
death note: the last name,2006,,,47917637.0,,47917637.0
deck the halls,2006,35093569.0,74.3,12139207.0,25.7,47232776.0
the nativity story,2006,37629831.0,81.0,8802433.0,19.0,46432264.0
we are marshall,2006,43545364.0,100.0,0.0,0.0,43545364.0
last holiday,2006,38399961.0,88.4,5051885.0,11.6,43451846.0
glory road,2006,42647449.0,99.3,291000.0,0.7,42938449.0
crank,2006,27838408.0,64.8,15092633.0,35.2,42931041.0
man of the year,2006,37327390.0,87.9,5145082.0,12.1,42472472.0
a good year,2006,7459300.0,17.6,34810623.0,82.4,42269923.0
200 pounds beauty,2006,,,42013016.0,,42013016.0
gridiron gang,2006,38432823.0,92.7,3048028.0,7.3,41480851.0
thank you for smoking,2006,24793509.0,63.1,14529518.0,36.9,39323027.0
scoop,2006,10525717.0,26.8,28695229.0,73.2,39220946.0
tazza: the high rollers,2006,,,39212715.0,,39212715.0
the wicker man,2006,23649127.0,60.9,15156253.0,39.1,38805380.0
basic instinct 2,2006,5971336.0,15.5,32658142.0,84.5,38629478.0
accepted,2006,36323505.0,94.0,2299757.0,6.0,38623262.0
employee of the month,2006,28444855.0,73.8,10084129.0,26.2,38528984.0
day watch,2006,,,38411815.0,,38411815.0
just my luck,2006,17326650.0,45.4,20833255.0,54.6,38159905.0
camping,2006,,,37912041.0,,37912041.0
the covenant,2006,23380495.0,62.2,14218272.0,37.8,37598767.0
miss potter,2006,3005605.0,8.6,32072636.0,91.4,35078241.0
bambi ii,2006,,,34958637.0,,34958637.0
love and honor,2006,60910.0,0.2,33694664.0,99.8,33755574.0
tell no one,2006,6177192.0,18.5,27229800.0,81.5,33406992.0
7 dwarves: the forest is not enough,2006,,,32863752.0,,32863752.0
dhoom 2,2006,2643586.0,8.2,29752841.0,91.8,32396427.0
stick it,2006,26910736.0,84.2,5066112.0,15.8,31976848.0
deutschland. ein sommermärchen,2006,,,31257991.0,,31257991.0
ultraviolet,2006,18535812.0,59.7,12534399.0,40.3,31070211.0
doraemon the movie: nobita's dinosaur,2006,,,30963292.0,,30963292.0
twosabu ilchae,2006,,,30622421.0,,30622421.0
natale a new york,2006,,,30437121.0,,30437121.0
i do: how to get married and stay single,2006,,,30057369.0,,30057369.0
pulse,2006,20264436.0,67.8,9643249.0,32.2,29907685.0
death note,2006,,,29630359.0,,29630359.0
an american haunting,2006,16298046.0,55.0,13314091.0,45.0,29612137.0
the valet,2006,1926800.0,6.6,27487753.0,93.4,29414553.0
tristan + isolde,2006,14734633.0,52.5,13313330.0,47.5,28047963.0
priceless,2006,2165188.0,7.7,25784462.0,92.3,27949650.0
pokémon ranger and the temple of the sea,2006,,,27638625.0,,27638625.0
stay alive,2006,23086480.0,84.6,4212215.0,15.4,27298695.0
clerks ii,2006,24148068.0,89.5,2836907.0,10.5,26984975.0
the painted veil,2006,8060487.0,30.0,18850360.0,70.0,26910847.0
black book,2006,4398532.0,16.4,22370031.0,83.6,26768563.0
detective conan: the private eyes' requiem,2006,,,26251232.0,,26251232.0
a prairie home companion,2006,20342852.0,78.3,5636015.0,21.7,25978867.0
you are so beautiful,2006,,,25329576.0,,25329576.0
tears for you,2006,,,25300338.0,,25300338.0
kabhi alvida naa kehna,2006,3275444.0,13.0,21953724.0,87.0,25229168.0
school for scoundrels,2006,17807569.0,74.4,6140116.0,25.6,23947685.0
stormbreaker,2006,677646.0,2.8,23260224.0,97.2,23937870.0
il mio miglior nemico,2006,,,23710143.0,,23710143.0
valley of the wolves: iraq,2006,,,23465471.0,,23465471.0
captain alatriste: the spanish musketeer,2006,,,23321954.0,,23321954.0
"oss 117: cairo, nest of spies",2006,303543.0,1.3,22752341.0,98.7,23055884.0
aquamarine,2006,18597342.0,80.9,4392615.0,19.1,22989957.0
days of glory,2006,320700.0,1.4,22643001.0,98.6,22963701.0
the wind that shakes the barley,2006,1836089.0,8.0,21063819.0,92.0,22899908.0
the banquet,2006,,,22598772.0,,22598772.0
asterix and the vikings,2006,,,22501596.0,,22501596.0
fanaa,2006,2105352.0,9.5,20070556.0,90.5,22175908.0
the marine,2006,18844784.0,85.0,3320824.0,15.0,22165608.0
unaccompanied minors,2006,16655224.0,75.9,5294010.0,24.1,21949234.0
flicka,2006,21000147.0,95.9,893444.0,4.1,21893591.0
rob0b0hood,2006,,,21836580.0,,21836580.0
wolfhound,2006,,,21573338.0,,21573338.0
black christmas,2006,16273581.0,75.7,5237270.0,24.3,21510851.0
waist deep,2006,21344312.0,100.0,8991.0,0.1,21353303.0
atl,2006,21170563.0,100.0,0.0,0.0,21170563.0
bobby,2006,11242801.0,54.3,9461790.0,45.7,20704591.0
beerfest,2006,19185184.0,94.1,1202413.0,5.9,20387597.0
don,2006,2223961.0,11.3,17416168.0,88.7,19640129.0
movie: marrying the mafia 3 0 family hustle,2006,,,19606487.0,,19606487.0
akeelah and the bee,2006,18848430.0,99.5,99995.0,0.5,18948425.0
see no evil,2006,15032800.0,81.0,3531667.0,19.0,18564467.0
hanbando,2006,,,18483140.0,,18483140.0
bandidas,2006,,,18381890.0,,18381890.0
friends with money,2006,13368437.0,73.3,4876807.0,26.7,18245244.0
krrish,2006,1430721.0,7.9,16610529.0,92.1,18041250.0
lage raho munna bhai,2006,2217562.0,12.4,15679965.0,87.6,17897527.0
flyboys,2006,13090630.0,73.4,4744235.0,26.6,17834865.0
battle of the warriors,2006,,,17812601.0,,17812601.0
memories of tomorrow,2006,140200.0,0.8,17555820.0,99.2,17696020.0
grave decisions,2006,,,17685834.0,,17685834.0
orchestra seats,2006,2044858.0,11.6,15529978.0,88.4,17574836.0
annapolis,2006,17127992.0,97.9,369000.0,2.1,17496992.0
"paris, i love you",2006,4899278.0,28.0,12572449.0,72.0,17471727.0
material girls,2006,11449638.0,67.7,5458087.0,32.3,16907725.0
zhara,2006,,,16877870.0,,16877870.0
pirates of the caribbean: at world's end,2007,309420425.0,32.2,651576067.0,67.8,960996492.0
harry potter and the order of the phoenix,2007,292004738.0,31.0,649928484.0,69.0,941934579.0
spider0man 3,2007,336530303.0,37.6,558453070.0,62.4,894983373.0
shrek the third,2007,322719944.0,39.7,490647436.0,60.3,813367380.0
transformers,2007,319246193.0,45.0,390463587.0,55.0,709709780.0
ratatouille,2007,206445654.0,33.1,417280431.0,66.9,623726085.0
i am legend,2007,256393010.0,43.8,329017042.0,56.2,585410052.0
the simpsons movie,2007,183135014.0,34.1,353279256.0,65.9,536414270.0
national treasure: book of secrets,2007,219964115.0,47.9,239278134.0,52.1,459242249.0
300,2007,210614939.0,46.2,245453242.0,53.8,456068181.0
the bourne ultimatum,2007,227471070.0,51.2,216628965.0,48.8,444100035.0
live free or die hard,2007,134529403.0,34.7,253626608.0,65.3,388156011.0
the golden compass,2007,70107728.0,18.8,302127136.0,81.2,372234864.0
alvin and the chipmunks,2007,217326974.0,59.5,148025572.0,40.5,365352546.0
enchanted,2007,127807262.0,37.5,212680390.0,62.5,340487652.0
ocean's thirteen,2007,117154724.0,37.6,194157900.0,62.4,311312624.0
fantastic four: rise of the silver surfer,2007,131921738.0,43.7,169991393.0,56.3,301913131.0
bee movie,2007,126631277.0,43.1,166883059.0,56.9,293514336.0
american gangster,2007,130164645.0,48.3,139590785.0,51.7,269755430.0
rush hour 3,2007,140125968.0,54.3,117971154.0,45.7,258097122.0
wild hogs,2007,168273550.0,66.3,85351877.0,33.7,253625427.0
juno,2007,143495265.0,61.8,88877416.0,38.2,232372681.0
mr. bean's holiday,2007,33302167.0,14.3,198923741.0,85.7,232225908.0
ghost rider,2007,115802596.0,50.6,112935797.0,49.4,228738393.0
knocked up,2007,148768917.0,67.6,71153500.0,32.4,219922417.0
hairspray,2007,118871849.0,58.4,84681073.0,41.6,203553768.0
beowulf,2007,82280579.0,41.9,114113166.0,58.1,196393745.0
i now pronounce you chuck & larry,2007,120059556.0,64.2,67074561.0,35.8,187134117.0
knowing,2007,79957634.0,43.5,103700864.0,56.5,183658498.0
the bucket list,2007,93466502.0,53.3,81906000.0,46.7,175372502.0
evan almighty,2007,100462298.0,57.6,73978426.0,42.4,174440724.0
no country for old men,2007,74283625.0,43.3,97343541.0,56.7,171627166.0
superbad,2007,121463226.0,71.1,49349300.0,28.9,170812574.0
meet the robinsons,2007,97822171.0,57.8,71510863.0,42.2,169333034.0
norbit,2007,95673607.0,59.9,64140883.0,40.1,159814490.0
p.s. i love you,2007,53695808.0,34.2,103139531.0,65.8,156835339.0
sweeney todd: the demon barber of fleet street,2007,52898073.0,34.5,100485554.0,65.5,153383627.0
surf's up,2007,58867694.0,38.7,93138019.0,61.3,152005713.0
the game plan,2007,90648202.0,61.3,57232341.0,38.7,147880543.0
resident evil: extinction,2007,50648679.0,34.3,97069154.0,65.7,147717833.0
music and lyrics,2007,50572589.0,34.7,95323833.0,65.3,145896422.0
blades of glory,2007,118594548.0,81.4,27115799.0,18.6,145710347.0
saw iv,2007,63300095.0,45.4,76052538.0,54.6,139352633.0
bridge to terabithia,2007,82272442.0,59.8,55314621.0,40.2,137587063.0
stardust,2007,38634938.0,28.1,98880202.0,71.9,137515140.0
1408,2007,71985628.0,54.1,60977789.0,45.9,132963417.0
aliens vs. predator: requiem,2007,41797066.0,32.1,88493819.0,67.9,130290885.0
atonement,2007,50927067.0,39.4,78338994.0,60.6,129266061.0
the heartbreak kid,2007,36787257.0,28.6,91665926.0,71.4,128453183.0
charlie wilson's war,2007,66661095.0,55.8,52822351.0,44.2,119483446.0
disturbia,2007,80209692.0,67.9,37904528.0,32.1,118114220.0
earth,2007,32011576.0,29.4,76963584.0,70.6,108975160.0
the water horse,2007,40946255.0,39.4,63021129.0,60.6,103967384.0
hitman,2007,39687694.0,39.2,61588624.0,60.8,101276318.0
fred claus,2007,72006777.0,73.6,25831572.0,26.4,97838349.0
tmnt,2007,54149098.0,56.5,41648714.0,43.5,95797812.0
shooter,2007,47003582.0,49.1,48693414.0,50.9,95696996.0
michael clayton,2007,49033882.0,52.7,43957953.0,47.3,92991835.0
no reservations,2007,43107979.0,46.6,49493071.0,53.4,92601050.0
fracture,2007,39015018.0,42.4,52996543.0,57.6,92011561.0
epic movie,2007,39739367.0,45.6,47498791.0,54.4,87238158.0
the kingdom,2007,47536778.0,54.6,39482380.0,45.4,87019158.0
la vie en rose,2007,10301706.0,11.9,75973087.0,88.1,86274793.0
zodiac,2007,33080084.0,39.0,51705830.0,61.0,84785914.0
premonition,2007,47852604.0,56.9,36294228.0,43.1,84146832.0
hannibal rising,2007,27670986.0,33.7,54498898.0,66.3,82169884.0
rabbit without ears,2007,,,81744033.0,,81744033.0
hot fuzz,2007,23637265.0,29.3,56940000.0,70.7,80577265.0
halloween,2007,58272029.0,72.4,22188919.0,27.6,80460948.0
the orphanage,2007,7161284.0,9.1,71477703.0,90.9,78638987.0
the number 23,2007,35193167.0,45.3,42484386.0,54.7,77677553.0
next,2007,18211013.0,23.5,59410970.0,76.5,77621983.0
there will be blood,2007,40222514.0,52.8,35959031.0,47.2,76181545.0
hero,2007,,,76089199.0,,76089199.0
elizabeth: the golden age,2007,16383509.0,21.6,59399249.0,78.4,75782758.0
30 days of night,2007,39569000.0,52.4,35944170.0,47.6,75513170.0
stomp the yard,2007,61356221.0,81.3,14154902.0,18.7,75511123.0
dragon wars: d0war,2007,10977721.0,14.6,64131096.0,85.4,75108817.0
the kite runner,2007,15800078.0,21.1,59210951.0,78.9,75011029.0
perfect stranger,2007,23984949.0,32.6,49549168.0,67.4,73534117.0
license to wed,2007,43799818.0,62.4,26381507.0,37.6,70181325.0
3:10 to yuma,2007,53606916.0,76.6,16409304.0,23.4,70016220.0
the brave one,2007,36793804.0,52.7,32993590.0,47.3,69787394.0
because i said so,2007,42674040.0,61.4,26811450.0,38.6,69485490.0
mr. magorium's wonder emporium,2007,32061555.0,46.1,37413106.0,53.9,69474661.0
dan in real life,2007,47642963.0,69.6,20828706.0,30.4,68471669.0
"lust, caution",2007,4604982.0,6.9,62486933.0,93.1,67091915.0
august rush,2007,31664162.0,47.9,34457864.0,52.1,66122026.0
underdog,2007,43760605.0,67.0,21509872.0,33.0,65270477.0
taxi 4,2007,,,65125001.0,,65125001.0
28 weeks later,2007,28638916.0,44.0,36409762.0,56.0,65048678.0
lions for lambs,2007,15002854.0,23.1,49808686.0,76.9,64811540.0
the reaping,2007,25126214.0,40.0,37644845.0,60.0,62771059.0
good luck chuck,2007,35017297.0,58.6,24751198.0,41.4,59768495.0
are we done yet?,2007,49662533.0,85.1,8725535.0,14.9,58388068.0
the mist,2007,25594957.0,44.5,31875263.0,55.5,57470220.0
smokin' aces,2007,35787686.0,62.5,21445193.0,37.5,57232879.0
into the wild,2007,18354356.0,32.4,38320121.0,67.6,56674477.0
eastern promises,2007,17266000.0,30.8,38840607.0,69.2,56106607.0
why did i get married?,2007,55204525.0,98.8,658361.0,1.2,55862886.0
the irony of fate 2,2007,,,55639741.0,,55639741.0
we own the night,2007,28563179.0,51.9,26470588.0,48.1,55033767.0
the messengers,2007,35374833.0,64.3,19635826.0,35.7,55010659.0
sea monsters: a prehistoric adventure,2007,23746066.0,46.9,26906397.0,53.1,50652463.0
this christmas,2007,49121934.0,98.7,656618.0,1.3,49778552.0
###############################################################################################################################################################################################################################################################,2007,,,49282156.0,,49282156.0
mr. brooks,2007,28549298.0,58.9,19894436.0,41.1,48443734.0
the nanny diaries,2007,25930652.0,54.2,21886368.0,45.8,47817020.0
death at a funeral,2007,8580428.0,18.3,38208985.0,81.7,46789413.0
freedom writers,2007,36605602.0,84.9,6489573.0,15.1,43095175.0
the warlords,2007,129078.0,0.3,42754103.0,99.7,42883181.0
pokémon: the rise of darkrai,2007,,,42496749.0,,42496749.0
always: sunset on third street 2,2007,,,42304705.0,,42304705.0
balls of fury,2007,32886940.0,78.8,8852171.0,21.2,41739111.0
breach,2007,33231264.0,81.1,7722671.0,18.9,40953935.0
war,2007,22486409.0,55.5,17994943.0,44.5,40481352.0
the invasion,2007,15074191.0,37.5,25096367.0,62.5,40170558.0
om shanti om,2007,3597372.0,9.0,36393437.0,91.0,39990809.0
happily n'ever after,2007,15589393.0,40.9,22496385.0,59.1,38085778.0
the hills have eyes 2,2007,20804166.0,55.2,16893607.0,44.8,37697773.0
natale in crociera,2007,,,37350000.0,,37350000.0
becoming jane,2007,18670946.0,50.0,18640726.0,50.0,37311672.0
monkey magic,2007,,,36745063.0,,36745063.0
sky of love,2007,,,36684020.0,,36684020.0
sicko,2007,24540079.0,68.0,11553425.0,32.0,36093504.0
hostel: part ii,2007,17609452.0,49.3,18118731.0,50.7,35728183.0
vacancy,2007,19363565.0,54.6,16079370.0,45.4,35442935.0
the darjeeling limited,2007,11902715.0,33.9,23176203.0,66.1,35078918.0
sunshine,2007,3675753.0,10.6,31130607.0,89.4,34806360.0
assembly,2007,,,34786960.0,,34786960.0
gone baby gone,2007,20292962.0,58.6,14319481.0,41.4,34612443.0
mr. woodcock,2007,25799486.0,76.6,7883714.0,23.4,33683200.0
run fatboy run,2007,6003262.0,17.9,27475659.0,82.1,33478921.0
doraemon the movie: nobita's new great adventure into the underworld,2007,,,32787846.0,,32787846.0
awake,2007,14377198.0,43.9,18352864.0,56.1,32730062.0
88 minutes,2007,17213467.0,52.8,15379918.0,47.2,32593385.0
rec,2007,,,32511655.0,,32511655.0
alpha dog,2007,15309602.0,47.3,17041523.0,52.7,32351125.0
amazing grace,2007,21250683.0,66.2,10869677.0,33.8,32120360.0
hunting and gathering,2007,,,31920899.0,,31920899.0
the seeker: the dark is rising,2007,8794452.0,27.6,23058167.0,72.4,31852619.0
daddy's little girls,2007,31366978.0,99.2,242265.0,0.8,31609243.0
love in the time of cholera,2007,4607608.0,14.6,26968269.0,85.4,31575877.0
welcome,2007,,,31203567.0,,31203567.0
pathfinder,2007,10232081.0,33.0,20752502.0,67.0,30984583.0
nancy drew,2007,25612520.0,83.5,5054410.0,16.5,30666930.0
death proof,2007,,,30663961.0,,30663961.0
a beautiful wife,2007,,,30385222.0,,30385222.0
the great debaters,2007,30236407.0,100.0,0.0,0.0,30236407.0
a tale of mari and three puppies,2007,,,30183621.0,,30183621.0
lissi und der wilde kaiser,2007,,,29733764.0,,29733764.0
the fox and the child,2007,,,29610210.0,,29610210.0
in the valley of elah,2007,6777741.0,22.9,22764049.0,77.1,29541790.0
across the universe,2007,24343673.0,82.9,5023470.0,17.1,29367143.0
st. trinian's,2007,,,29066483.0,,29067829.0
manual of love 2,2007,,,27833482.0,,27833482.0
the last mimzy,2007,21471047.0,78.6,5837871.0,21.4,27308918.0
dororo,2007,,,27308865.0,,27308865.0
shoot 'em up,2007,12807139.0,47.2,14315099.0,52.8,27122238.0
rendition,2007,9736045.0,36.0,17330337.0,64.0,27066382.0
the invisible,2007,20578909.0,76.8,6231204.0,23.2,26810113.0
mongol: the rise of genghis khan,2007,5705761.0,21.5,20821749.0,78.5,26527510.0
bratz,2007,10010209.0,38.5,16002944.0,61.5,26013153.0
grindhouse,2007,25037897.0,98.5,384191.0,1.5,25422088.0
the hitcher,2007,16472961.0,64.9,8926984.0,35.1,25399945.0
the last legion,2007,5933494.0,23.4,19369544.0,76.6,25303038.0
before the devil knows you're dead,2007,7084227.0,28.3,17953430.0,71.7,25037657.0
georgia rule,2007,19103072.0,76.4,5897095.0,23.6,25000167.0
guru,2007,2096000.0,8.7,22012727.0,91.3,24108727.0
partner,2007,1062840.0,4.4,22905780.0,95.6,23968620.0
persepolis,2007,4445756.0,19.5,18338222.0,80.5,22783978.0
cassandra's dream,2007,973018.0,4.3,21713360.0,95.7,22686378.0
dead silence,2007,16809076.0,75.1,5572971.0,24.9,22382047.0
reign over me,2007,19661987.0,88.4,2580401.0,11.6,22242388.0
waitress,2007,19074800.0,85.8,3165729.0,14.2,22240529.0
crows zero,2007,,,22036607.0,,22036607.0
reno 911!: miami,2007,20342161.0,92.4,1679101.0,7.6,22021262.0
my blueberry nights,2007,867275.0,3.9,21140396.0,96.1,22007671.0
unfair: the movie,2007,,,21914005.0,,21914005.0
like stars on earth,2007,1223869.0,5.6,20673504.0,94.4,21897373.0
chak de! india,2007,1120404.0,5.2,20384840.0,94.8,21505244.0
arn: the knight templar,2007,,,21287566.0,,21287566.0
penelope,2007,10011996.0,47.3,11144274.0,52.7,21156270.0
once,2007,9439923.0,45.1,11496799.0,54.9,20936722.0
le grand chef,2007,,,20794760.0,,20794760.0
walk hard: the dewey cox story,2007,18317151.0,89.0,2259047.0,11.0,20577458.0
detective conan: jolly roger in the deep azure,2007,,,20440213.0,,20440213.0
the namesake,2007,13569248.0,66.7,6785073.0,33.3,20354321.0
evening,2007,12492481.0,62.4,7524272.0,37.6,20016753.0
the diving bell and the butterfly,2007,6003227.0,30.3,13776889.0,69.7,19780116.0
two days in paris,2007,4433994.0,22.4,15342165.0,77.6,19776159.0
bhool bhulaiyaa,2007,1097797.0,5.8,17975298.0,94.2,19073095.0
a mighty heart,2007,9176787.0,48.3,9831958.0,51.7,19008745.0
the wild guys 4,2007,,,18873863.0,,18873863.0
kitaro,2007,,,18856642.0,,18856642.0
the counterfeiters,2007,5488570.0,29.2,13326143.0,70.8,18814713.0
ho voglia di te,2007,,,18594142.0,,18594142.0
saawariya,2007,885574.0,4.8,17627546.0,95.2,18513120.0
daddy day camp,2007,13235267.0,72.7,4962131.0,27.3,18197398.0
voice of a murderer,2007,,,18160598.0,,18160598.0
the dark knight,2008,533345358.0,53.1,470500000.0,46.9,1003845358.0
indiana jones and the kingdom of the crystal skull,2008,317101119.0,40.3,469534914.0,59.7,786636033.0
kung fu panda,2008,215434591.0,34.1,416309969.0,65.9,631744560.0
hancock,2008,227946274.0,36.2,401497154.0,63.8,629443428.0
mamma mia!,2008,144290968.0,23.7,465711574.0,76.3,610002542.0
madagascar: escape 2 africa,2008,180010950.0,29.8,423889404.0,70.2,603900354.0
quantum of solace,2008,168368427.0,28.6,421212055.0,71.4,589580694.0
iron man,2008,318604126.0,54.4,266762121.0,45.6,585366247.0
wall·e,2008,223808164.0,42.9,297503696.0,57.1,521311860.0
