,Name,Year,Countries,Genres,Budget(USD),Domestic(USD),Domestic_Percentage,Foreign(USD),Foreign_Percentage,Worldwide(USD),Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,release_date
163,alienâ³,1992,united states of america,"thriller, science fiction, horror, adventure, action/adventure, action",50000000,55473545,0.3471120936725027,104340953,0.6528879063274973,159814498,114,r,94%,93%,"In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey home to investigate a distress call from an alien vessel. The terror begins when the crew encounters a nest of eggs inside the alien ship. An organism from inside an egg leaps out and attaches itself to one of the crew, causing him to fall into a coma.
            ","May 25, 1979, Wide"
164,alita: battle angel,2019,united states,"action, adventure, sci-fi, thriller",170000000,85838210,0.2119563803340547,319142333,0.7880436196659453,404980543,122,pg-13,91%,61%,"Set several centuries in the future, the abandoned Alita is found in the scrapyard of Iron City by Ido, a compassionate cyber-doctor who takes the unconscious cyborg Alita to his clinic. When Alita awakens, she has no memory of who she is, nor does she have any recognition of the world she finds herself in. As Alita learns to navigate her new life and the treacherous streets of Iron City, Ido tries to shield her from her mysterious past.
            ","Feb 14, 2019, Wide"
165,all about steve,2009,united states of america,comedy,15000000,33862903,0.8438877671659557,6264356,0.1561122328340443,40127259,99,pg-13,30%,7%,"After a lovely blind date, crossword-puzzle creator Mary Horowitz (Sandra Bullock) falls head over heels in love with Steve (Bradley Cooper), a news cameraman. Mary is convinced that she and Steve are soul mates, and with the encouragement of a reporter (Thomas Haden Church), follows Steve around the country in a bid to win his love. Along the way, she befriends an assortment of misfits who accept her for who she is, leading her to reassess her reasons for this strange journey.
            ","Sep 4, 2009, Wide"
166,all about the benjamins,2002,"united states of america, germany","crime fiction, heist, buddy film, action comedy, action/adventure, comedy, crime comedy, action",14000000,25916319,0.9851666504286216,390214,0.0148333495713783,26306533,95,r,77%,31%,"Bounty hunter Bucum Jackson (Ice Cube) teams with the small-time con artist, Reggie Wright (Mike Epps), that he is pursuing, in an attempt to locate a missing stash of diamonds and a lottery ticket worth millions of dollars. Bucum and Reggie find themselves in a race to the finish as they embark on an unlikely partnership that should -- when all is said and done -- prove beneficial to them both.
            ","Mar 8, 2002, Wide"
167,all eyez on me,2016,united states of america,drama,45000000,44922302,0.7785841607561488,12775124,0.2214158392438512,57697426,137,r,54%,17%,"The true and untold story of prolific rapper, actor, poet and activist Tupac Shakur (Demetrius Shipp Jr.), from his early days in New York to his status as one of the world's most recognized and influential voices. Against all odds, Shakur's raw talent, powerful lyrics and revolutionary mindset establish him as a cultural icon whose legacy continues to grow long after his death.
            ","Jun 16, 2017, Wide"
168,all good things,2010,united states of america,"thriller, detective, mystery, period piece, drama, suspense, crime thriller, romance film",20000000,582024,0.3317531060671265,1172365,0.6682468939328735,1754389,101,r,37%,34%,"Heir to a real-estate dynasty, David Marks (Ryan Gosling) lives in the shadow of his father, Sanford (Frank Langella). He takes a chance at true love when he meets Katie (Kirsten Dunst), a woman of modest origins who sees David's real worth as a person, not just his family's wealth. David and Katie marry and plan to build a life together, but their once-loving relationship deteriorates after David gives in to his father's demand that he work in the family business.
            ","Dec 17, 2010, Limited"
169,all is lost,2013,united states of america,"adventure, drama",8500000,6263670,0.4596339216257926,7363849,0.5403660783742074,13627519,106,pg-13,64%,95%,"During a solo voyage in the Indian Ocean, a veteran mariner (Robert Redford) awakes to find his vessel taking on water after a collision with a stray shipping container. With his radio and navigation equipment disabled, he sails unknowingly into a violent storm and barely escapes with his life. With any luck, the ocean currents may carry him into a shipping lane -- but, with supplies dwindling and the sharks circling, the sailor is forced to face his own mortality.
            ","Oct 18, 2013, Limited"
170,all my life,2020,united states of america,"drama, romance",25000000,913935,0.4650801251632858,1051178,0.5349198748367142,1965113,91,pg-13,63%,59%,"Jennifer Carter and Solomon Chau are a sweet, fun-loving, newly engaged couple who are ready to start their lives together. But when Solomon is diagnosed with terminal liver cancer, their hopes for a summer wedding become impossible. With time running out, their friends and families soon devise an inspirational plan to help Jennifer and Solomon realize their dream wedding.
            ","Dec 4, 2020, Wide"
171,all saints,2017,united states of america,drama,2000000,5802208,0.9759854290363592,142766,0.0240145709636408,5944974,108,pg,73%,95%,"Michael Spurlock decides to trade in his corporate sales career to become a pastor. Unfortunately, his first assignment is to close a country church and sell the prime piece of land where it sits. He soon has a change of heart when the church starts to welcome refugees from Burma. Spurlock now finds himself working with the refugees to turn the land into a working farm to pay the church's bills.
            ","Aug 25, 2017, Wide"
172,all the king's men,2006,"united states of america, germany","thriller, remake, period piece, drama, film adaptation, political drama",55000000,7221458,0.7640442281711829,2230165,0.2359557718288171,9451623,128,pg-13,40%,12%,"Charismatic Southern politician Willie Stark's (Sean Penn) idealism and good intentions give way to corruption after he becomes governor of Louisiana. Unfortunately for Stark, his right-hand man (Jude Law) retains the same good moral fibre he had when the men both entered the political arena.
            ","Sep 22, 2006, Wide"
173,all the money in the world,2017,"united kingdom, united states of america","crime, drama, history, mystery, thriller",50000000,25113707,0.4404854257240281,31900000,0.559514574275972,57013707,132,r,66%,79%,"In 1973, kidnappers demand $17 million from billionaire J. Paul Getty in exchange for his grandson's release. Getty refuses to pay the perpetrators a single penny despite the desperate pleas from his former daughter-in-law Gail and adviser Fletcher Chase. With nowhere else to turn, Gail and Fletcher soon become unlikely allies in a race against time to save the teen's life.
            ","Dec 25, 2017, Wide"
174,all the presidentã¢ââs men,1976,united states of america,drama,8500000,51048435,0.9999917334094276,422,8.266590572243371e-06,51048857,138,pg,92%,94%,"Two green reporters and rivals working for the Washington Post, Bob Woodward (Robert Redford) and Carl Bernstein (Dustin Hoffman), research the botched 1972 burglary of the Democratic Party Headquarters at the Watergate apartment complex. With the help of a mysterious source, code-named Deep Throat (Hal Holbrook), the two reporters make a connection between the burglars and a White House staffer. Despite dire warnings about their safety, the duo follows the money all the way to the top.
            ","Jan 1, 1976, Wide"
175,all the pretty horses,2000,united states of america,"adventure, period piece, action/adventure, western, coming of age, film adaptation, drama, romantic drama, romance film",45000000,15540353,0.8569971205219954,2593142,0.1430028794780046,18133495,116,pg-13,42%,32%,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.
            ","Dec 11, 2000, Wide"
176,all the queen's men,2001,"united states of america, austria, australia, hungary, germany","comedy-drama, action/adventure, period piece, drama, comedy, war film, action",15000000,23662,0.1951376404031074,97596,0.8048623595968926,121258,99,pg-13,51%,7%,"During World War II, the Germans are in possession of a machine called the ""Enigma"" that transmits and encodes confidential data. American intelligence agent O'Rourke (Matt LeBlanc), along with British agents Johnno (David Birkin) and Archie (James Cosmo), is recruited to procure the device for the Allied powers. There's one problem: The machine is hidden in a Berlin factory where only women work. With the aid of drag queen Tony (Eddie Izzard), the agents break in dressed as women.
            ","Oct 25, 2002, Original"
